timestamp,mq2,mq135,temperature,humidity,aqi,aqi_future_30m,hour
2026-04-08T23:47:44.024803,360,735,16.0,57.3,71.5,168.3,20.842421210605302
2026-04-08T23:47:44.024803,363,614,16.3,64.3,62.8,137.5,21.838919459729865
2026-04-08T23:47:44.024803,494,666,18.6,76.2,73.0,124.6,22.83541770885443
2026-04-08T23:47:44.024803,472,718,13.9,65.1,75.7,115.0,23.831915957978993
2026-04-08T23:47:44.024803,363,895,14.8,69.8,83.4,93.8,0.8284142071035561
2026-04-08T23:47:44.024803,610,1117,13.8,81.9,111.7,91.7,1.8249124562281125
2026-04-08T23:47:44.024803,647,1067,16.4,79.6,109.9,88.9,2.821410705352676
2026-04-08T23:47:44.024803,726,1248,18.4,71.0,127.0,58.0,3.8179089544772395
2026-04-08T23:47:44.024803,933,1437,19.8,74.1,150.9,60.8,4.814407203601803
2026-04-08T23:47:44.024803,1065,1441,20.1,67.6,157.6,53.7,5.810905452726367
2026-04-08T23:47:44.024803,1755,2469,24.0,68.6,266.7,62.6,6.80740370185093
2026-04-08T23:47:44.024803,1068,1713,27.8,56.4,177.7,105.1,7.803901950975487
2026-04-08T23:47:44.024803,1155,1904,28.0,56.0,195.9,101.9,8.80040020010005
2026-04-08T23:47:44.024803,1225,1818,30.1,59.1,193.1,97.6,9.796898449224614
2026-04-08T23:47:44.024803,1269,1758,29.2,44.6,190.8,110.6,10.793396698349177
2026-04-08T23:47:44.024803,1118,1749,31.1,38.5,182.8,147.1,11.78989494747374
2026-04-08T23:47:44.024803,1083,1512,30.2,39.6,163.7,161.7,12.786393196598304
2026-04-08T23:47:44.024803,930,1434,27.7,33.2,150.6,174.3,13.78289144572286
2026-04-08T23:47:44.024803,829,1222,28.5,47.4,130.1,174.9,14.779389694847424
2026-04-08T23:47:44.024803,888,1110,24.9,38.0,124.8,184.0,15.775887943971988
2026-04-08T23:47:44.024803,828,861,23.6,38.7,103.6,195.8,16.77238619309655
2026-04-08T23:47:44.024803,615,509,22.8,39.8,67.4,191.0,17.768884442221108
2026-04-08T23:47:44.024803,615,683,20.9,54.1,80.1,159.2,18.76538269134568
2026-04-08T23:47:44.024803,495,801,16.7,58.1,83.0,171.3,19.761880940470235
2026-04-08T23:47:44.024803,836,1647,18.3,56.5,161.6,155.7,20.758379189594805
2026-04-08T23:47:44.024803,429,727,16.2,66.8,74.3,140.3,21.75487743871936
2026-04-08T23:47:44.024803,530,810,13.4,60.6,85.3,157.5,22.751375687843918
2026-04-08T23:47:44.024803,438,759,11.7,72.5,77.0,113.5,23.74787393696849
2026-04-08T23:47:44.024803,624,889,13.9,76.2,95.7,198.5,0.7443721860930452
2026-04-08T23:47:44.024803,367,931,14.1,83.5,86.2,89.2,1.7408704352176159
2026-04-08T23:47:44.024803,735,1120,16.1,70.8,118.1,70.8,2.7373686843421723
2026-04-08T23:47:44.024803,779,1388,17.0,66.6,139.8,64.1,3.7338669334667287
2026-04-08T23:47:44.024803,852,1607,16.4,65.6,159.4,69.5,4.730365182591299
2026-04-08T23:47:44.024803,982,1576,20.8,59.5,163.4,84.6,5.726863431715856
2026-04-08T23:47:44.024803,902,1642,23.0,68.2,164.4,57.7,6.723361680840426
2026-04-08T23:47:44.024803,1113,1766,26.4,64.2,183.8,87.2,7.719859929964983
2026-04-08T23:47:44.024803,1206,1870,26.2,52.9,195.9,78.5,8.716358179089553
2026-04-08T23:47:44.024803,1317,1616,31.1,52.4,182.7,112.6,9.71285642821411
2026-04-08T23:47:44.024803,1151,1465,26.7,42.6,163.6,111.3,10.709354677338666
2026-04-08T23:47:44.024803,1096,1589,31.9,38.0,170.0,134.2,11.705852926463237
2026-04-08T23:47:44.024803,1063,1393,29.5,34.5,154.0,271.3,12.702351175587793
2026-04-08T23:47:44.024803,1099,1339,30.5,33.5,151.8,174.6,13.698849424712364
2026-04-08T23:47:44.024803,960,1230,28.2,27.6,137.0,186.5,14.69534767383692
2026-04-08T23:47:44.024803,789,1037,28.3,38.3,114.6,180.0,15.691845922961477
2026-04-08T23:47:44.024803,769,1117,24.1,39.6,119.5,188.2,16.688344172086047
2026-04-08T23:47:44.024803,636,851,21.0,47.3,93.5,185.7,17.684842421210604
2026-04-08T23:47:44.024803,619,743,22.7,48.7,84.7,167.7,18.681340670335175
2026-04-08T23:47:44.024803,415,710,18.4,52.5,72.3,174.0,19.67783891945973
2026-04-08T23:47:44.024803,618,882,17.2,54.2,94.9,164.3,20.6743371685843
2026-04-08T23:47:44.024803,370,733,17.3,63.8,71.8,158.3,21.670835417708858
2026-04-08T23:47:44.024803,289,647,12.9,71.5,61.5,131.2,22.667333666833414
2026-04-08T23:47:44.024803,461,820,14.9,65.7,82.6,104.3,23.663831915957985
2026-04-08T23:47:44.024803,514,726,13.2,74.2,78.3,92.9,0.6603301650825415
2026-04-08T23:47:44.024803,570,806,14.5,76.1,87.0,95.6,1.6568284142071121
2026-04-08T23:47:44.024803,643,1243,16.0,71.1,122.5,90.4,2.6533266633316686
2026-04-08T23:47:44.024803,650,1346,15.1,70.2,130.4,53.6,3.649824912456225
2026-04-08T23:47:44.024803,833,1342,18.1,71.5,139.1,46.9,4.646323161580796
2026-04-08T23:47:44.024803,939,1478,23.3,60.9,154.2,86.2,5.642821410705352
2026-04-08T23:47:44.024803,990,1824,24.7,63.7,182.0,74.9,6.639319659829923
2026-04-08T23:47:44.024803,1112,1619,25.2,52.4,173.0,73.3,7.635817908954479
2026-04-08T23:47:44.024803,1206,1994,27.5,57.0,205.1,154.4,8.632316158079036
2026-04-08T23:47:44.024803,1349,1683,28.1,58.4,189.2,81.6,9.628814407203606
2026-04-08T23:47:44.024803,2047,3588,31.5,38.0,362.9,121.1,10.625312656328163
2026-04-08T23:47:44.024803,1185,1624,29.7,41.4,176.9,143.5,11.621810905452733
2026-04-08T23:47:44.024803,1103,1622,30.2,32.7,172.8,161.1,12.61830915457729
2026-04-08T23:47:44.024803,880,1347,31.0,40.3,141.7,160.5,13.61480740370186
2026-04-08T23:47:44.024803,940,1241,27.0,28.9,136.9,188.1,14.611305652826417
2026-04-08T23:47:44.024803,845,1109,29.0,39.1,122.6,181.8,15.607803901950973
2026-04-08T23:47:44.024803,934,835,22.6,35.1,106.8,190.8,16.604302151075544
2026-04-08T23:47:44.024803,621,911,25.3,42.2,97.1,185.7,17.6008004002001
2026-04-08T23:47:44.024803,572,653,20.2,42.7,75.8,178.6,18.59729864932467
2026-04-08T23:47:44.024803,473,612,18.4,57.0,68.0,158.1,19.593796898449227
2026-04-08T23:47:44.024803,333,484,14.1,53.9,51.8,164.4,20.590295147573784
2026-04-08T23:47:44.024803,493,299,14.9,65.8,46.1,148.2,21.586793396698354
2026-04-08T23:47:44.024803,464,627,13.0,65.8,68.7,128.5,22.58329164582291
2026-04-08T23:47:44.024803,497,1021,13.1,70.5,99.1,116.0,23.57978989494748
2026-04-08T23:47:44.024803,414,938,13.9,74.4,89.0,93.8,0.5762881440720378
2026-04-08T23:47:44.024803,674,978,16.1,71.1,104.7,84.8,1.5727863931966084
2026-04-08T23:47:44.024803,541,1100,16.1,75.8,107.1,73.9,2.569284642321165
2026-04-08T23:47:44.024803,801,1291,17.7,81.0,133.7,93.9,3.5657828914457212
2026-04-08T23:47:44.024803,1033,1504,17.4,66.8,160.7,45.8,4.562281140570292
2026-04-08T23:47:44.024803,1761,2690,19.8,72.8,283.2,78.7,5.558779389694848
2026-04-08T23:47:44.024803,1002,1814,25.9,69.9,181.9,81.7,6.555277638819419
2026-04-08T23:47:44.024803,1128,1843,24.1,53.3,190.2,75.4,7.551775887943975
2026-04-08T23:47:44.024803,1131,1881,29.4,44.9,193.1,110.7,8.548274137068546
2026-04-08T23:47:44.024803,1073,1846,28.0,48.6,187.7,110.0,9.544772386193102
2026-04-08T23:47:44.024803,1201,1754,29.4,39.9,187.2,123.2,10.541270635317659
2026-04-08T23:47:44.024803,1083,1753,31.5,48.4,181.3,139.7,11.537768884442215
2026-04-08T23:47:44.024803,1153,1631,31.8,36.6,175.9,173.0,12.5342671335668
2026-04-08T23:47:44.024803,967,1382,29.2,31.1,148.5,177.6,13.530765382691357
2026-04-08T23:47:44.024803,1074,1205,27.7,29.5,140.8,173.9,14.527263631815913
2026-04-08T23:47:44.024803,787,1130,26.7,42.0,121.2,172.7,15.52376188094047
2026-04-08T23:47:44.024803,719,1153,25.5,36.3,119.7,184.6,16.520260130065026
2026-04-08T23:47:44.024803,710,683,24.3,43.1,84.8,185.4,17.51675837918961
2026-04-08T23:47:44.024803,456,546,20.9,52.2,62.4,180.5,18.513256628314167
2026-04-08T23:47:44.024803,500,664,19.8,50.0,73.1,186.8,19.509754877438723
2026-04-08T23:47:44.024803,534,611,19.6,57.4,70.9,157.8,20.50625312656328
2026-04-08T23:47:44.024803,274,625,16.2,62.6,59.3,150.8,21.502751375687836
2026-04-08T23:47:44.024803,418,674,15.1,70.6,69.9,135.1,22.49924962481242
2026-04-08T23:47:44.024803,451,696,11.8,73.8,73.1,128.4,23.495747873936978
2026-04-08T23:47:44.024803,544,1012,10.1,72.4,100.8,79.5,0.49224612306153404
2026-04-08T23:47:44.024803,456,776,15.2,75.1,79.2,80.9,1.4887443721860905
2026-04-08T23:47:44.024803,539,1019,15.5,73.0,101.1,74.0,2.485242621310647
2026-04-08T23:47:44.024803,787,1263,16.3,66.1,131.0,77.0,3.4817408704352317
2026-04-08T23:47:44.024803,873,1229,19.3,72.2,132.7,139.1,4.478239119559788
2026-04-08T23:47:44.024803,970,1540,20.8,76.7,160.3,51.2,5.474737368684345
2026-04-08T23:47:44.024803,1068,1872,24.7,58.4,189.4,71.2,6.471235617808901
2026-04-08T23:47:44.024803,1060,1754,25.1,53.9,180.4,142.2,7.467733866933457
2026-04-08T23:47:44.024803,1186,1821,25.7,48.2,191.4,84.5,8.464232116058042
2026-04-08T23:47:44.024803,1219,1644,29.8,51.2,180.0,100.2,9.460730365182599
2026-04-08T23:47:44.024803,1139,1682,29.0,45.2,179.0,125.7,10.457228614307155
2026-04-08T23:47:44.024803,1320,1635,30.7,38.5,184.3,241.0,11.453726863431712
2026-04-08T23:47:44.024803,1158,1533,29.2,32.0,168.9,127.9,12.450225112556296
2026-04-08T23:47:44.024803,952,1591,28.5,35.7,163.1,167.1,13.446723361680853
2026-04-08T23:47:44.024803,1011,1354,28.5,27.3,148.6,194.6,14.44322161080541
2026-04-08T23:47:44.024803,780,997,27.0,37.1,111.2,193.9,15.439719859929966
2026-04-08T23:47:44.024803,817,1009,25.9,43.3,113.9,179.4,16.436218109054522
2026-04-08T23:47:44.024803,746,902,22.8,36.3,102.6,188.7,17.432716358179107
2026-04-08T23:47:44.024803,808,2094,18.3,39.3,192.9,328.6,18.429214607303663
2026-04-08T23:47:44.024803,564,839,18.4,59.9,89.1,191.4,19.42571285642822
2026-04-08T23:47:44.024803,466,485,18.5,54.1,58.3,171.2,20.422211105552776
2026-04-08T23:47:44.024803,470,506,15.3,67.9,60.1,144.5,21.418709354677333
2026-04-08T23:47:44.024803,554,489,14.3,66.1,62.9,138.2,22.415207603801917
2026-04-08T23:47:44.024803,407,687,15.6,69.8,70.3,124.2,23.411705852926474
2026-04-08T23:47:44.024803,416,879,13.0,75.5,84.8,116.1,0.4082041020510303
2026-04-08T23:47:44.024803,477,1075,12.2,70.3,102.1,91.4,1.4047023511755867
2026-04-08T23:47:44.024803,572,1097,15.3,75.6,108.3,85.6,2.401200600300143
2026-04-08T23:47:44.024803,731,1223,16.2,71.8,125.4,76.7,3.397698849424728
2026-04-08T23:47:44.024803,2456,2593,17.3,64.6,310.0,82.1,4.394197098549284
2026-04-08T23:47:44.024803,964,1451,20.5,69.3,153.4,74.3,5.390695347673841
2026-04-08T23:47:44.024803,1100,1915,23.5,61.9,194.1,59.2,6.387193596798397
2026-04-08T23:47:44.024803,1110,1554,24.8,57.4,168.1,85.5,7.383691845922954
2026-04-08T23:47:44.024803,1280,1814,27.1,47.0,195.5,94.2,8.380190095047539
2026-04-08T23:47:44.024803,1173,2039,30.9,55.9,206.8,99.1,9.376688344172095
2026-04-08T23:47:44.024803,1415,1762,28.8,47.7,198.3,206.1,10.373186593296651
2026-04-08T23:47:44.024803,1224,1665,30.3,44.4,181.8,131.0,11.369684842421208
2026-04-08T23:47:44.024803,1057,1538,29.2,35.3,164.4,160.9,12.366183091545764
2026-04-08T23:47:44.024803,969,1427,28.2,26.6,151.9,166.2,13.362681340670349
2026-04-08T23:47:44.024803,1005,1464,27.6,44.9,156.4,177.8,14.359179589794905
2026-04-08T23:47:44.024803,849,878,26.4,35.9,105.9,196.0,15.355677838919462
2026-04-08T23:47:44.024803,820,1176,25.9,34.9,126.2,192.4,16.35217608804402
2026-04-08T23:47:44.024803,699,683,26.9,44.3,84.2,194.4,17.348674337168603
2026-04-08T23:47:44.024803,563,707,20.2,52.4,79.3,194.0,18.34517258629316
2026-04-08T23:47:44.024803,425,604,18.6,51.5,65.0,163.3,19.341670835417716
2026-04-08T23:47:44.024803,316,679,17.3,63.2,65.2,164.4,20.338169084542272
2026-04-08T23:47:44.024803,370,410,16.5,67.3,48.2,166.4,21.33466733366683
2026-04-08T23:47:44.024803,470,691,15.1,61.1,73.6,140.7,22.331165582791414
2026-04-08T23:47:44.024803,441,950,16.0,66.9,91.2,111.2,23.32766383191597
2026-04-08T23:47:44.024803,372,649,10.4,77.9,65.8,92.2,0.3241620810405266
2026-04-08T23:47:44.024803,555,967,10.9,61.1,98.0,78.9,1.320660330165083
2026-04-08T23:47:44.024803,660,1013,14.7,74.2,106.5,69.7,2.3171585792896394
2026-04-08T23:47:44.024803,657,1300,18.5,66.7,127.4,55.4,3.3136568284142243
2026-04-08T23:47:44.024803,844,1404,16.2,69.1,144.1,52.1,4.310155077538781
2026-04-08T23:47:44.024803,938,1463,16.0,66.5,153.1,63.6,5.306653326663337
2026-04-08T23:47:44.024803,935,1715,23.5,61.8,171.3,78.9,6.3031515757878935
2026-04-08T23:47:44.024803,1132,1958,25.0,55.9,198.8,75.4,7.29964982491245
2026-04-08T23:47:44.024803,1205,1766,24.9,48.0,188.3,105.3,8.296148074037035
2026-04-08T23:47:44.024803,1279,1884,26.6,59.8,200.6,104.9,9.292646323161591
2026-04-08T23:47:44.024803,1283,1610,27.8,53.1,180.7,122.0,10.289144572286148
2026-04-08T23:47:44.024803,1067,1580,30.0,34.0,168.0,137.9,11.285642821410704
2026-04-08T23:47:44.024803,1055,1648,29.0,44.9,172.3,157.3,12.28214107053526
2026-04-08T23:47:44.024803,1102,1639,30.3,33.4,174.0,340.6,13.278639319659845
2026-04-08T23:47:44.024803,1015,1355,24.3,35.7,148.9,183.6,14.275137568784402
2026-04-08T23:47:44.024803,917,1119,26.0,35.8,126.8,186.8,15.271635817908958
2026-04-08T23:47:44.024803,1080,1004,23.8,35.1,126.3,193.5,16.268134067033515
2026-04-08T23:47:44.024803,715,714,23.1,46.8,87.3,177.1,17.26463231615807
2026-04-08T23:47:44.024803,667,820,20.6,46.8,92.7,175.9,18.261130565282656
2026-04-08T23:47:44.024803,575,767,20.6,48.8,84.3,183.3,19.257628814407212
2026-04-08T23:47:44.024803,493,557,14.8,49.8,64.9,156.6,20.25412706353177
2026-04-08T23:47:44.024803,382,544,16.1,57.0,58.6,154.4,21.250625312656325
2026-04-08T23:47:44.024803,461,663,15.7,57.9,71.2,125.8,22.24712356178091
2026-04-08T23:47:44.024803,359,648,16.9,70.1,65.0,127.5,23.243621810905466
2026-04-08T23:47:44.024803,447,795,13.3,66.9,80.1,216.1,0.24012006003002284
2026-04-08T23:47:44.024803,496,1184,14.9,73.3,111.0,85.0,1.2366183091545793
2026-04-08T23:47:44.024803,628,1050,12.6,81.8,107.6,88.3,2.2331165582791357
2026-04-08T23:47:44.024803,905,1193,13.1,80.0,131.6,68.5,3.2296148074037205
2026-04-08T23:47:44.024803,674,1311,19.7,71.5,129.0,116.6,4.226113056528277
2026-04-08T23:47:44.024803,980,1619,20.4,67.9,166.5,65.2,5.222611305652833
2026-04-08T23:47:44.024803,890,1626,24.2,73.4,162.6,61.6,6.21910955477739
2026-04-08T23:47:44.024803,1626,3821,22.4,61.7,359.4,61.0,7.215607803901946
2026-04-08T23:47:44.024803,1244,1945,27.2,52.3,203.3,66.1,8.212106053026531
2026-04-08T23:47:44.024803,1196,1969,30.8,41.6,202.7,99.0,9.208604302151087
2026-04-08T23:47:44.024803,1113,1698,29.8,46.1,178.8,109.0,10.205102551275644
2026-04-08T23:47:44.024803,2218,3422,30.2,44.3,359.1,136.7,11.2016008004002
2026-04-08T23:47:44.024803,1189,1722,30.0,34.0,184.3,150.9,12.198099049524757
2026-04-08T23:47:44.024803,1009,1390,27.3,36.9,151.2,171.6,13.194597298649342
2026-04-08T23:47:44.024803,999,1420,30.8,33.2,152.9,167.9,14.191095547773898
2026-04-08T23:47:44.024803,888,934,26.5,35.0,111.8,179.0,15.187593796898454
2026-04-08T23:47:44.024803,728,1124,26.4,25.7,117.9,197.3,16.18409204602301
2026-04-08T23:47:44.024803,849,730,21.4,40.4,95.0,188.0,17.180590295147567
2026-04-08T23:47:44.024803,634,844,19.9,50.7,92.9,192.0,18.177088544272152
2026-04-08T23:47:44.024803,342,669,21.7,47.5,65.7,336.3,19.17358679339671
2026-04-08T23:47:44.024803,794,808,17.2,56.2,98.0,153.1,20.170085042521265
2026-04-08T23:47:44.024803,356,551,18.3,57.2,57.8,163.8,21.16658329164582
2026-04-08T23:47:44.024803,468,709,14.8,67.5,74.9,145.9,22.163081540770378
2026-04-08T23:47:44.024803,354,706,11.4,68.6,69.1,112.1,23.159579789894963
2026-04-08T23:47:44.024803,452,863,15.3,68.0,85.4,108.7,0.1560780390195191
2026-04-08T23:47:44.024803,569,1158,13.5,81.2,112.6,87.1,1.1525762881440755
2026-04-08T23:47:44.024803,682,879,16.3,79.6,97.8,80.6,2.149074537268632
2026-04-08T23:47:44.024803,615,1416,16.6,71.1,133.9,75.6,3.145572786393217
2026-04-08T23:47:44.024803,788,1389,15.9,74.4,140.3,76.5,4.142071035517773
2026-04-08T23:47:44.024803,879,1410,20.5,71.3,146.3,74.9,5.13856928464233
2026-04-08T23:47:44.024803,959,1479,25.6,67.6,155.3,50.9,6.135067533766886
2026-04-08T23:47:44.024803,1233,1706,25.1,51.0,185.3,83.6,7.1315657828914425
2026-04-08T23:47:44.024803,1185,1895,26.1,59.4,196.7,96.3,8.128064032016027
2026-04-08T23:47:44.024803,2875,4036,29.5,46.3,436.2,100.3,9.124562281140584
2026-04-08T23:47:44.024803,1273,1955,29.4,42.7,205.5,261.8,10.12106053026514
2026-04-08T23:47:44.024803,1352,1535,30.1,53.6,178.6,145.8,11.117558779389697
2026-04-08T23:47:44.024803,1222,1609,28.4,38.9,177.7,150.5,12.114057028514253
2026-04-08T23:47:44.024803,952,1334,30.0,33.6,144.3,157.8,13.110555277638838
2026-04-08T23:47:44.024803,951,1382,30.4,24.0,147.8,185.6,14.107053526763394
2026-04-08T23:47:44.024803,994,1290,26.2,42.8,143.1,179.6,15.10355177588795
2026-04-08T23:47:44.024803,732,979,28.0,31.2,107.5,195.8,16.100050025012536
2026-04-08T23:47:44.024803,722,574,23.7,36.2,77.4,178.7,17.096548274137092
2026-04-08T23:47:44.024803,653,789,20.5,43.8,89.8,207.2,18.09304652326165
2026-04-08T23:47:44.024803,436,725,21.2,57.4,74.5,173.4,19.089544772386205
2026-04-08T23:47:44.024803,444,665,17.4,59.3,70.5,182.2,20.08604302151076
2026-04-08T23:47:44.024803,261,1645,17.4,59.8,133.3,157.9,21.082541270635318
2026-04-08T23:47:44.024803,318,495,14.6,66.9,51.8,129.4,22.079039519759874
2026-04-08T23:47:44.024803,395,768,14.1,66.4,75.6,126.9,23.07553776888443
2026-04-08T23:47:44.024803,357,926,14.7,73.2,85.4,93.5,0.07203601800898696
2026-04-08T23:47:44.024803,652,695,14.7,74.8,82.9,98.8,1.0685342671336002
2026-04-08T23:47:44.024803,491,1092,12.1,79.8,104.1,88.7,2.0650325162581566
2026-04-08T23:47:44.024803,1319,2855,14.8,79.1,273.6,64.4,3.061530765382713
2026-04-08T23:47:44.024803,816,1354,19.5,74.6,139.1,66.3,4.0580290145072695
2026-04-08T23:47:44.024803,1024,1549,19.8,67.1,163.5,180.8,5.054527263631826
2026-04-08T23:47:44.024803,889,1571,21.3,68.5,158.6,55.8,6.051025512756382
2026-04-08T23:47:44.024803,1179,1642,22.1,59.5,177.9,59.2,7.047523761880939
2026-04-08T23:47:44.024803,1149,1785,24.5,49.4,186.9,100.3,8.044022011005495
2026-04-08T23:47:44.024803,1108,1669,24.7,47.6,176.5,115.7,9.040520260130052
2026-04-08T23:47:44.024803,1236,1647,28.8,45.3,181.1,112.5,10.037018509254608
2026-04-08T23:47:44.024803,1201,1798,28.8,45.3,190.4,138.4,11.033516758379221
2026-04-08T23:47:44.024803,1096,1483,28.5,36.7,162.2,158.8,12.030015007503778
2026-04-08T23:47:44.024803,1086,1576,29.6,29.6,168.5,151.9,13.026513256628334
2026-04-08T23:47:44.024803,967,1407,29.4,35.3,150.3,165.9,14.02301150575289
2026-04-08T23:47:44.024803,910,989,30.8,36.3,117.0,194.3,15.019509754877447
2026-04-08T23:47:44.024803,851,960,23.7,38.7,112.0,199.4,16.016008004002003
2026-04-08T23:47:44.024803,822,1041,25.8,45.5,116.5,196.5,17.01250625312656
2026-04-08T23:47:44.024803,846,1098,23.4,50.1,121.8,172.9,18.009004502251116
2026-04-08T23:47:44.024803,687,624,18.7,46.9,79.3,202.0,19.005502751375673
2026-04-08T23:47:44.024803,297,675,18.3,51.9,64.0,167.3,20.002001000500286
2026-04-08T23:47:44.024803,401,694,15.7,55.0,70.5,154.9,20.998499249624842
2026-04-08T23:47:44.024803,447,590,15.4,68.5,65.1,148.3,21.9949974987494
2026-04-08T23:47:44.024803,435,608,16.5,76.4,65.8,145.4,22.991495747873955
2026-04-08T23:47:44.024803,403,945,14.9,70.7,88.9,120.5,23.98799399699851
2026-04-08T23:47:44.024803,499,1106,15.0,73.1,105.5,90.5,0.9844922461230681
2026-04-08T23:47:44.024803,1644,1939,14.4,82.3,222.4,166.9,1.9809904952476245
2026-04-08T23:47:44.024803,647,1206,14.1,76.9,120.0,69.6,2.977488744372181
2026-04-08T23:47:44.024803,865,1254,17.6,74.6,134.2,70.7,3.9739869934967373
2026-04-08T23:47:44.024803,929,1396,21.7,63.3,147.7,43.8,4.970485242621294
2026-04-08T23:47:44.024803,941,1683,19.6,68.5,169.3,61.0,5.966983491745907
2026-04-08T23:47:44.024803,1152,1766,22.4,55.7,185.7,75.9,6.9634817408704635
2026-04-08T23:47:44.024803,1168,1946,26.1,49.5,199.7,70.3,7.95997998999502
2026-04-08T23:47:44.024803,1250,1878,26.1,48.3,198.6,97.5,8.956478239119576
2026-04-08T23:47:44.024803,1250,1601,27.7,42.3,178.4,104.5,9.952976488244133
2026-04-08T23:47:44.024803,1121,1849,29.1,39.9,190.3,139.9,10.94947473736869
2026-04-08T23:47:44.024803,1104,1510,28.0,30.6,164.6,152.9,11.945972986493246
2026-04-08T23:47:44.024803,1146,1461,28.3,40.6,163.1,151.4,12.942471235617802
2026-04-08T23:47:44.024803,1054,1394,30.0,40.6,153.7,175.0,13.938969484742358
2026-04-08T23:47:44.024803,908,1449,25.8,25.9,150.6,177.6,14.935467733866915
2026-04-08T23:47:44.024803,816,1428,23.7,42.4,144.5,194.4,15.931965982991528
2026-04-08T23:47:44.024803,805,982,23.3,36.5,111.3,193.7,16.928464232116085
2026-04-08T23:47:44.024803,559,762,23.3,48.9,83.2,326.5,17.92496248124064
